lead_time,avg_price_per_room,no_of_special_requests,arrival_date,arrival_month,market_segment_type,no_of_week_nights,no_of_weekend_nights,no_of_adults,arrival_year,booking_status
197,85.5,1,1,8,4,1,1,2,2018,1
105,75.0,0,6,4,3,1,0,2,2018,0
167,114.04,1,29,9,4,5,2,2,2018,0
0,109.0,0,14,8,3,2,0,2,2017,1
173,52.0,0,27,1,3,5,2,2,2018,1
1,112.0,0,25,10,4,1,0,2,2018,1
33,85.5,0,10,9,3,1,1,2,2018,1
131,76.23,2,5,8,4,2,0,2,2018,1
5,154.0,4,17,9,4,1,1,2,2018,1
15,106.33,0,7,12,4,3,0,2,2018,1
279,80.75,1,25,8,4,5,2,2,2018,0
3,90.0,1,10,8,4,1,1,2,2017,1
41,66.88,0,1,12,4,3,0,2,2018,1
40,130.9,2,4,12,4,2,2,3,2018,1
28,75.0,0,29,10,3,2,0,1,2017,1
189,109.8,0,28,10,4,2,1,2,2018,0
8,119.0,1,26,4,4,2,0,2,2018,1
54,118.2,1,30,12,4,4,1,2,2017,1
32,58.0,1,8,1,3,2,1,2,2018,1
10,118.0,1,28,8,4,0,2,1,2018,0
68,89.25,1,11,10,4,2,2,2,2017,0
162,85.17,2,4,9,3,2,1,2,2017,1
268,78.0,0,8,4,3,3,2,2,2018,0
43,106.8,0,17,3,4,3,0,2,2018,1
5,99.0,1,2,4,4,1,0,2,2018,1
48,122.22,0,22,8,3,3,1,2,2018,1
92,150.3,0,20,8,4,2,2,3,2018,0
49,109.8,0,28,8,4,0,1,2,2018,1
0,0.0,0,10,11,1,2,0,2,2018,1
37,95.0,0,13,10,3,3,0,1,2018,1
231,100.3,1,11,9,4,2,2,2,2018,0
9,89.0,0,8,4,4,1,0,2,2018,0
1,149.0,1,5,9,4,1,1,1,2018,1
121,91.5,0,30,4,4,1,2,2,2018,1
21,64.8,0,1,3,3,1,0,2,2018,1
88,112.2,0,5,10,3,1,1,2,2017,1
7,176.0,0,30,9,3,2,0,2,2018,1
1,60.0,0,28,2,4,1,2,1,2018,0
24,285.17,0,21,5,4,1,2,3,2018,0
0,79.0,0,3,12,2,1,0,1,2017,1
29,73.42,0,20,2,4,4,2,1,2018,0
83,96.9,1,24,7,3,1,2,3,2018,1
62,120.88,1,23,12,4,2,1,2,2018,1
212,75.23,0,9,10,4,2,2,2,2018,0
166,99.45,0,5,8,4,2,2,2,2018,0
170,96.9,2,12,9,3,1,0,2,2017,1
46,67.15,1,10,3,4,3,1,2,2018,1
273,95.0,0,13,5,3,2,1,2,2018,0
102,80.75,0,18,9,3,1,2,2,2018,1
5,116.0,0,20,4,4,2,0,2,2018,0
82,202.5,0,30,8,4,5,0,2,2018,0
9,121.0,1,12,6,4,2,2,2,2018,1
159,130.5,1,7,8,4,1,2,2,2018,0
269,105.3,0,31,12,4,1,1,2,2018,1
133,103.7,0,27,6,4,4,1,2,2018,0
7,143.2,2,21,9,4,4,1,2,2017,1
32,85.0,1,25,10,3,5,0,2,2018,1
136,93.08,0,2,7,4,2,2,2,2018,0
61,115.25,1,3,9,3,2,2,2,2018,1
3,110.0,0,21,4,4,1,0,2,2018,1
4,119.0,1,24,8,4,1,0,2,2018,1
315,52.0,0,2,12,3,2,0,2,2018,1
72,99.45,1,12,4,4,4,0,2,2018,1
0,97.32,0,23,4,4,1,0,2,2018,1
22,104.22,1,24,9,4,3,2,2,2018,1
37,105.0,0,13,10,3,3,0,2,2018,1
2,75.0,1,8,2,4,1,1,1,2018,1
57,90.67,1,10,6,3,2,1,2,2018,1
12,112.42,0,30,5,4,2,1,2,2018,0
134,96.3,2,29,4,4,2,0,2,2018,1
6,0.0,0,13,11,1,0,2,1,2018,1
183,123.3,0,28,10,4,2,2,3,2018,0
256,103.7,0,16,10,4,3,2,2,2018,0
2,45.5,0,27,1,3,4,0,2,2018,1
30,150.3,1,15,1,4,2,0,2,2018,1
193,120.0,0,20,6,3,2,1,2,2018,0
4,87.0,1,27,11,4,2,1,2,2017,1
62,69.5,1,4,3,4,2,1,2,2018,1
117,82.45,0,27,4,4,4,1,2,2018,0
247,111.0,0,6,6,3,1,1,2,2018,0
4,306.0,3,8,7,4,2,1,2,2018,1
65,80.75,1,23,10,3,1,2,2,2018,1
125,99.45,1,23,7,4,2,2,2,2018,1
320,115.0,1,18,8,3,2,0,2,2018,0
67,73.95,0,10,3,4,3,1,2,2018,1
141,76.5,0,7,8,4,3,2,2,2017,1
34,56.16,0,17,12,4,1,1,1,2018,1
18,114.0,0,26,6,4,0,2,2,2018,0
6,55.0,0,3,12,3,2,0,1,2017,1
265,115.0,1,24,6,3,2,0,2,2018,0
66,81.9,2,19,11,4,1,0,2,2017,1
73,89.25,3,11,10,4,5,2,2,2017,1
4,128.67,3,19,11,4,1,2,2,2018,1
85,89.7,2,14,11,4,3,1,2,2018,1
30,88.4,0,4,3,4,2,0,2,2018,1
0,83.2,1,7,12,4,1,0,3,2018,1
103,115.0,0,19,4,3,2,0,1,2018,0
5,81.07,2,27,2,4,1,0,2,2018,1
192,105.3,1,31,7,4,1,2,2,2018,0
88,68.0,0,7,10,2,2,1,1,2018,1
66,90.0,1,26,11,3,3,2,3,2017,1
198,90.0,0,9,9,4,2,1,2,2018,0
134,139.95,2,19,8,4,2,2,2,2018,1
9,64.03,1,26,2,4,2,1,2,2018,1
346,90.0,0,13,9,3,2,0,1,2018,1
105,75.0,0,6,4,3,1,0,2,2018,0
4,103.18,1,21,4,4,3,2,2,2018,1
129,132.88,0,26,7,4,5,1,3,2018,0
131,132.3,0,15,10,4,1,2,2,2018,0
41,60.0,0,1,11,3,2,2,2,2017,1
418,107.0,0,26,9,3,2,1,2,2018,0
4,147.33,0,16,10,4,1,2,1,2018,1
75,70.0,0,17,3,3,3,1,1,2018,0
32,73.0,0,20,11,3,2,0,1,2017,1
28,147.25,1,11,4,4,3,1,2,2018,1
37,88.0,0,8,12,4,3,0,2,2018,0
33,122.4,2,19,6,4,1,2,2,2018,1
63,80.1,0,28,3,4,1,1,2,2018,0
188,90.95,0,26,8,4,3,2,2,2018,0
20,139.0,0,11,7,4,4,1,1,2018,0
36,96.3,2,21,10,4,4,0,2,2017,1
77,116.1,1,7,5,4,1,0,2,2018,1
32,85.0,0,18,7,3,1,1,1,2018,1
1,0.0,0,14,8,1,2,1,2,2017,1
35,129.0,1,28,10,4,2,1,2,2018,1
19,149.0,1,24,9,4,1,0,2,2018,0
39,97.4,1,15,11,4,5,2,2,2018,1
72,140.4,1,1,5,4,1,2,2,2018,0
39,101.5,0,14,8,3,2,0,2,2017,1
37,95.0,0,13,10,3,3,0,1,2018,1
57,101.52,0,21,9,3,2,0,2,2018,1
192,94.5,1,9,8,4,3,0,2,2018,0
76,98.5,1,24,4,3,3,2,1,2018,1
6,88.92,0,22,3,4,5,0,2,2018,1
40,106.9,0,4,9,4,5,2,0,2018,0
37,95.0,0,13,10,3,3,0,1,2018,1
0,75.0,0,7,3,3,2,1,1,2018,1
30,96.9,1,15,11,4,4,0,2,2018,0
173,121.5,0,15,8,4,1,1,2,2018,0
152,114.3,1,6,8,4,1,0,2,2018,0
0,79.0,0,6,2,4,1,0,1,2018,1
93,90.95,0,15,4,4,1,0,2,2018,1
15,65.0,0,2,2,2,1,0,1,2018,1
69,126.9,0,17,6,4,2,1,2,2018,1
108,97.0,1,24,12,4,3,2,2,2018,0
36,102.0,0,26,12,4,3,1,2,2018,0
44,75.0,0,17,2,3,3,0,2,2018,1
79,87.3,1,28,3,4,2,1,2,2018,1
152,114.63,2,21,7,4,5,2,2,2018,0
68,58.0,0,29,9,3,2,0,1,2017,1
10,112.33,1,21,6,4,3,0,2,2018,1
336,78.0,0,21,9,3,4,1,2,2018,1
9,149.0,1,6,10,4,2,0,2,2018,1
1,75.0,0,29,11,3,1,0,1,2018,1
224,90.95,1,21,8,4,3,2,2,2018,1
134,94.5,0,17,5,4,3,0,2,2018,0
44,102.6,1,2,10,4,0,2,1,2018,1
1,67.0,0,1,6,2,1,0,1,2018,1
40,128.1,0,27,6,4,2,1,2,2018,0
47,103.28,0,1,4,4,2,2,2,2018,1
11,124.33,1,21,6,4,3,0,2,2018,1
113,100.0,0,31,5,2,3,0,1,2018,0
89,127.8,1,14,7,4,2,0,2,2018,0
22,140.0,0,20,5,3,2,0,2,2018,1
159,187.85,0,26,5,4,3,0,1,2018,0
3,127.8,0,29,4,3,1,0,1,2018,1
18,121.0,2,8,6,4,2,0,2,2018,1
31,225.4,1,25,8,4,1,0,3,2018,1
42,144.23,0,29,8,4,3,1,3,2018,0
112,120.0,1,2,6,4,3,0,2,2018,0
49,91.44,0,22,2,3,5,2,2,2018,0
91,75.0,0,30,9,3,2,1,1,2018,1
39,101.5,0,14,8,3,2,0,2,2017,1
15,111.0,0,3,12,4,1,0,2,2018,1
1,81.0,0,14,12,4,0,1,1,2017,1
102,58.0,0,25,3,3,2,2,2,2018,1
134,65.0,0,4,12,3,2,2,2,2017,1
34,59.0,0,26,1,2,1,0,1,2018,1
209,81.77,1,25,4,4,2,1,2,2018,1
14,82.4,0,16,3,3,1,0,1,2018,1
0,73.0,1,5,12,4,1,1,2,2017,1
1,106.2,1,29,9,4,1,0,2,2018,1
50,97.2,2,9,10,4,0,1,2,2018,1
115,76.0,0,27,2,3,3,2,1,2018,1
39,109.0,0,14,8,3,2,0,2,2017,1
311,9.0,2,10,11,1,2,0,2,2018,1
99,141.75,2,18,7,4,3,1,2,2018,1
20,65.0,0,11,10,2,1,2,1,2017,1
112,117.9,1,16,8,4,2,0,2,2018,1
57,118.8,0,22,4,4,2,0,2,2018,0
301,115.0,1,30,7,3,1,1,2,2018,0
84,118.8,3,3,10,4,1,1,2,2018,1
164,100.0,0,2,10,3,2,0,1,2017,1
54,98.1,1,20,12,3,3,0,3,2018,1
51,106.2,0,1,4,4,2,1,2,2018,1
5,90.0,2,10,8,4,5,1,2,2017,1
117,94.5,1,3,5,4,2,0,2,2018,1
105,110.0,0,12,10,3,2,1,2,2017,0
32,130.0,1,11,11,4,2,0,2,2018,0
229,89.25,0,22,10,4,2,2,2,2018,0
25,146.11,0,31,5,4,4,0,2,2018,0
180,80.75,0,23,5,3,5,1,2,2018,1
31,67.0,0,13,11,2,2,2,1,2018,1
2,76.0,1,4,1,4,0,1,1,2018,1
188,130.0,0,15,6,4,2,0,1,2018,0
99,85.5,1,8,4,4,2,0,2,2018,0
54,74.8,1,18,11,4,2,2,2,2018,1
44,75.0,0,17,2,3,3,0,2,2018,1
29,100.33,0,12,3,4,4,2,2,2018,1
104,135.9,1,17,5,4,3,0,2,2018,1
2,156.0,0,30,7,4,1,0,2,2018,1
27,152.67,0,26,6,4,1,2,2,2018,0
32,121.5,0,11,4,4,0,1,2,2018,0
40,98.1,2,10,3,4,3,1,2,2018,1
19,90.0,0,6,10,3,3,0,2,2017,1
75,157.25,3,7,11,4,2,1,3,2018,1
160,70.0,0,30,12,3,3,0,2,2017,1
102,109.0,0,16,10,3,2,0,2,2017,1
1,101.0,1,8,4,4,1,0,2,2018,1
39,81.9,0,14,3,4,2,1,2,2018,1
88,96.0,0,3,5,3,3,0,1,2018,1
159,132.96,1,22,7,4,5,2,2,2018,0
19,74.8,2,24,11,4,3,1,2,2018,1
265,115.0,1,24,6,3,2,0,2,2018,0
54,104.4,2,31,3,4,3,0,2,2018,1
346,115.0,1,13,9,3,2,0,2,2018,0
73,119.85,1,12,5,4,3,2,2,2018,1
56,120.0,0,8,6,3,1,0,2,2018,1
23,79.0,0,2,1,3,1,2,1,2018,1
43,96.3,3,29,10,4,3,0,2,2017,1
21,58.0,1,25,12,3,3,2,2,2017,1
161,114.75,2,27,7,4,4,0,2,2018,0
19,80.0,0,6,10,3,3,0,1,2017,1
96,63.75,0,27,8,3,1,2,2,2018,1
124,146.03,3,6,11,4,2,2,1,2018,1
45,112.5,0,7,4,4,1,0,1,2018,0
9,131.0,1,12,4,4,1,0,2,2018,1
69,173.0,1,7,11,4,3,1,1,2018,0
18,150.0,0,17,6,4,2,0,2,2018,0
163,100.8,0,5,10,3,3,0,1,2018,0
179,66.76,1,4,7,4,4,1,1,2018,1
39,198.9,0,20,7,4,2,0,2,2018,0
220,172.0,0,17,9,3,1,2,2,2018,0
183,98.1,0,11,10,4,1,0,1,2018,0
30,88.4,0,4,3,4,2,0,2,2018,1
261,90.95,2,13,10,3,3,0,2,2018,1
43,0.0,0,23,10,4,1,0,2,2017,1
233,90.0,0,14,10,3,2,1,2,2018,0
101,103.5,0,3,7,4,5,2,1,2018,0
4,106.0,1,19,8,4,2,0,2,2017,1
193,65.0,0,15,10,3,3,0,2,2017,0
7,79.67,1,20,1,4,3,0,2,2018,1
72,67.22,1,31,3,4,3,0,2,2018,1
35,76.5,1,26,10,3,1,1,2,2017,1
54,65.0,0,18,11,2,1,0,1,2017,1
67,74.8,1,17,12,4,6,2,2,2018,1
181,120.0,0,11,10,4,2,0,1,2018,0
1,0.0,0,10,11,1,1,0,1,2017,1
1,91.0,0,17,11,4,1,0,1,2017,1
95,106.71,1,4,6,4,1,0,2,2018,1
69,105.3,0,27,4,4,2,0,2,2018,0
24,106.33,1,7,12,4,3,0,2,2018,1
82,74.15,1,25,4,4,0,1,2,2018,0
120,103.5,1,2,5,4,1,1,2,2018,1
15,106.33,0,15,4,4,2,1,2,2018,0
8,125.0,1,18,3,4,2,0,2,2018,1
2,86.0,1,14,12,2,3,0,2,2018,1
26,169.52,2,28,9,4,4,1,3,2018,0
79,76.5,0,21,3,4,2,1,2,2018,1
292,163.63,1,23,10,4,4,2,2,2018,0
106,108.3,0,11,7,4,2,1,2,2018,0
5,95.0,0,20,6,2,0,1,1,2018,1
180,96.3,0,28,8,4,0,2,2,2018,0
17,136.0,1,19,8,4,2,0,2,2018,0
68,123.17,0,16,7,4,5,2,2,2018,0
36,135.9,1,14,8,4,0,2,2,2018,1
142,143.1,0,20,9,4,5,1,2,2018,0
92,89.55,0,12,9,3,2,2,2,2017,1
152,76.58,1,2,5,4,3,1,2,2018,0
163,73.37,1,9,4,4,5,2,1,2018,1
3,91.0,1,21,5,3,1,1,1,2018,1
187,96.05,0,28,8,4,5,2,2,2018,0
99,161.1,2,7,11,4,2,1,2,2018,1
0,97.0,1,23,6,4,1,0,2,2018,1
136,90.9,1,26,8,4,2,0,1,2018,1
16,96.25,1,5,12,4,1,1,2,2017,1
17,128.0,2,15,9,4,2,0,2,2018,1
105,75.0,0,6,4,3,1,0,2,2018,0
53,148.5,0,9,7,4,1,1,3,2018,0
14,87.0,1,4,11,4,1,0,2,2017,0
47,120.0,0,28,4,4,3,0,2,2018,1
75,80.75,0,17,9,3,1,1,2,2018,1
83,83.59,0,18,5,4,2,0,1,2018,1
71,115.6,0,1,6,3,4,1,3,2018,0
35,138.0,3,9,10,4,1,2,2,2018,1
292,112.0,0,21,7,3,2,0,2,2018,0
229,96.3,1,5,8,4,2,1,2,2018,1
285,100.0,0,3,10,3,3,1,2,2018,0
43,109.2,2,28,4,4,3,0,2,2018,1
13,131.97,0,22,10,3,5,2,2,2017,1
3,65.0,2,20,11,2,3,2,1,2018,1
111,120.0,0,10,10,3,0,1,1,2018,0
193,160.2,0,29,12,4,3,0,2,2018,1
103,137.7,1,14,7,4,3,0,3,2018,1
19,121.75,1,1,10,4,3,1,2,2017,1
0,110.5,2,30,1,4,1,1,2,2018,1
118,110.0,0,6,6,3,3,1,1,2018,1
16,112.42,1,4,6,4,1,1,2,2018,1
79,67.85,1,4,4,4,5,1,2,2018,1
51,123.3,0,14,4,4,2,0,1,2018,0
0,148.0,0,19,8,4,2,0,2,2018,1
81,75.0,0,29,4,3,2,1,2,2018,1
20,109.0,1,13,6,4,2,1,2,2018,1
64,94.5,1,25,7,4,3,1,2,2018,1
61,78.41,0,17,3,4,3,1,2,2018,0
16,64.22,0,5,2,4,2,1,2,2018,1
130,159.3,0,9,6,4,2,0,3,2018,0
31,75.0,0,16,9,3,2,1,2,2018,1
16,107.0,0,1,10,4,2,0,2,2017,1
97,185.22,0,21,10,4,3,2,2,2018,0
146,81.25,1,5,8,3,1,0,2,2018,1
28,130.0,0,29,10,3,1,0,1,2017,1
104,90.95,0,8,4,4,2,2,2,2018,0
204,94.59,1,18,8,4,5,2,2,2018,0
219,108.0,0,4,9,3,1,0,2,2017,0
193,120.0,0,20,6,4,2,1,2,2018,0
243,89.17,0,4,9,4,6,4,1,2018,0
183,112.0,1,9,8,3,3,0,2,2018,0
4,80.0,0,29,8,3,1,1,1,2018,1
3,134.0,0,10,10,4,0,1,1,2018,1
60,149.77,3,29,9,4,2,0,2,2018,1
16,156.92,0,7,11,4,5,1,1,2018,0
36,104.49,0,7,5,4,1,0,2,2018,1
11,153.0,2,28,8,4,2,0,2,2017,1
1,108.0,0,20,7,4,1,0,2,2018,1
159,114.3,0,7,8,4,1,2,2,2018,0
140,76.5,2,10,8,4,6,3,2,2017,1
2,163.0,0,15,9,4,1,0,1,2018,1
92,65.0,0,7,10,3,4,0,1,2017,1
304,74.15,0,21,10,4,2,1,2,2018,0
11,78.94,2,8,9,3,4,0,2,2017,1
279,110.0,0,12,10,3,3,0,2,2018,0
184,128.7,2,17,10,4,3,1,3,2018,0
115,109.65,0,11,5,4,4,0,2,2018,0
31,80.0,0,28,12,3,2,1,2,2017,1
110,143.1,3,3,6,4,1,0,2,2018,1
19,171.0,2,11,3,4,2,1,2,2018,1
187,111.35,0,28,8,4,5,2,2,2018,0
1,108.0,1,20,7,4,1,0,2,2018,1
168,127.0,2,1,10,4,1,1,2,2018,0
13,170.0,0,8,11,2,2,0,1,2018,1
118,104.4,1,29,10,4,1,2,2,2018,1
0,97.0,0,24,2,4,1,0,2,2018,1
58,153.0,1,5,4,4,3,0,2,2018,1
160,90.0,0,27,4,4,4,2,2,2018,0
130,139.5,2,29,9,4,3,0,2,2018,1
53,140.4,0,17,6,4,2,0,1,2018,0
47,105.3,0,11,4,4,1,1,2,2018,0
102,85.0,2,17,11,4,3,2,2,2018,0
26,119.0,1,9,10,4,0,2,2,2018,0
6,129.0,0,12,5,2,1,0,1,2018,1
74,135.9,0,28,8,4,0,1,2,2018,1
9,166.0,1,13,7,4,3,0,1,2018,1
125,116.1,1,17,6,4,2,0,2,2018,1
220,99.0,1,15,8,4,1,1,2,2018,1
76,132.6,0,30,4,4,2,2,2,2018,1
0,65.0,1,1,8,2,0,1,1,2018,1
256,100.75,0,16,10,4,3,2,2,2018,0
116,61.0,0,28,2,3,1,2,1,2018,0
40,69.5,1,14,1,4,3,1,2,2018,1
1,90.0,2,8,8,4,1,1,2,2017,1
51,123.3,0,29,8,4,5,2,2,2018,1
59,101.1,0,27,6,4,2,1,2,2018,0
3,116.4,0,10,10,4,1,2,2,2017,1
0,107.0,0,30,6,4,1,0,2,2018,1
13,134.75,1,7,11,4,1,1,1,2018,1
11,88.5,0,23,10,3,2,2,2,2017,1
17,224.33,0,26,3,4,1,2,2,2018,0
224,0.0,0,2,10,4,2,1,1,2017,1
8,65.0,0,29,9,2,3,0,1,2017,1
4,85.0,0,12,2,3,2,2,2,2018,1
166,110.0,0,1,11,3,3,0,1,2018,0
113,100.0,0,31,5,2,3,0,1,2018,0
128,142.25,0,26,6,3,1,2,2,2018,1
235,97.71,0,28,9,4,2,0,2,2018,0
12,65.0,0,5,8,2,3,0,2,2017,1
3,103.0,0,7,3,4,1,1,2,2018,1
63,109.0,1,9,6,4,1,0,2,2018,1
0,0.0,1,12,10,1,1,1,1,2017,1
0,80.0,0,23,12,4,1,0,2,2018,1
64,81.08,1,18,7,4,2,1,2,2018,1
386,115.0,1,23,10,3,0,2,2,2018,0
386,115.0,1,23,10,3,0,2,2,2018,0
184,96.9,1,11,7,3,4,1,3,2018,1
79,82.45,0,30,3,4,4,2,2,2018,0
57,128.0,1,17,10,4,3,1,2,2018,1
122,86.0,1,27,3,3,1,2,1,2018,1
19,115.11,1,29,10,4,5,2,2,2017,1
52,120.7,1,3,12,4,3,2,2,2018,1
30,144.9,1,12,7,4,2,0,2,2018,1
120,110.59,0,12,5,4,3,1,1,2018,0
161,60.98,1,15,3,4,3,0,2,2018,1
65,80.75,0,16,10,3,2,2,2,2018,1
88,105.0,0,9,5,3,4,1,2,2018,1
31,99.0,0,30,8,4,4,0,2,2018,0
90,74.95,0,6,3,4,3,2,1,2018,1
259,131.43,2,28,12,4,4,1,2,2018,1
18,89.0,1,16,1,4,1,0,2,2018,1
114,41.43,0,30,11,3,5,2,2,2017,1
193,99.45,1,18,8,4,3,1,2,2018,1
55,190.8,0,6,10,4,3,0,2,2018,0
34,94.3,0,15,10,4,3,2,2,2017,1
203,72.25,0,26,8,3,2,1,2,2018,1
0,95.0,1,6,11,4,1,0,2,2017,1
4,156.0,1,5,3,4,1,0,2,2018,1
100,93.3,1,25,3,4,2,1,2,2018,0
40,87.3,1,6,9,4,2,0,2,2018,1
150,90.0,1,16,6,3,3,0,2,2018,1
27,119.33,1,12,11,4,1,2,2,2018,1
45,86.4,0,19,11,4,1,1,1,2018,0
13,85.0,1,20,3,3,0,1,2,2018,1
64,121.72,0,7,11,4,3,1,2,2018,1
108,110.75,0,8,5,3,0,2,2,2018,0
104,109.65,0,11,5,4,5,2,2,2018,0
130,84.15,0,18,4,4,3,1,2,2018,1
50,115.58,2,14,5,4,2,2,2,2018,1
63,71.0,0,19,1,3,2,0,1,2018,1
44,96.3,0,18,6,3,1,1,2,2018,1
50,12.0,0,22,2,3,5,2,2,2018,0
28,77.39,1,5,2,4,2,2,2,2018,1
275,62.8,0,4,6,3,1,1,2,2018,0
194,102.85,0,1,9,4,3,1,2,2018,0
179,127.8,0,31,8,4,2,0,2,2018,0
322,52.0,0,9,12,3,2,0,2,2018,1
7,201.0,1,20,4,4,3,0,2,2018,0
296,81.0,0,21,9,3,4,0,1,2018,1
1,79.5,3,20,12,4,1,0,2,2018,1
164,100.0,0,2,10,3,2,0,1,2017,1
0,148.0,2,8,6,4,1,0,2,2018,1
72,108.0,1,18,10,4,2,0,2,2018,0
18,69.0,2,1,12,4,2,0,2,2017,1
275,90.0,0,5,10,3,4,1,2,2018,0
0,45.0,2,28,4,3,1,0,1,2018,1
206,99.21,1,28,8,4,5,2,2,2018,0
247,115.0,1,6,6,3,1,1,2,2018,0
5,65.0,1,25,7,2,0,1,1,2018,1
169,106.0,0,22,4,3,2,2,2,2018,0
30,68.7,0,12,2,4,2,1,1,2018,0
74,87.0,0,18,9,3,2,0,1,2017,1
10,153.0,1,25,8,4,4,0,2,2017,1
0,65.0,0,21,12,2,0,1,1,2017,1
76,71.05,1,30,10,4,4,2,2,2018,1
62,91.48,1,21,4,4,3,0,2,2018,1
164,100.0,0,2,10,3,2,0,1,2017,1
35,96.3,2,20,10,4,4,0,2,2017,1
48,74.8,1,13,11,4,5,2,2,2018,0
30,85.5,0,19,6,3,2,2,2,2018,1
0,170.0,0,29,9,4,1,0,1,2018,1
100,140.0,1,28,9,3,4,0,2,2018,1
32,85.5,0,9,10,3,1,2,2,2018,1
4,65.0,1,11,10,2,3,0,1,2018,1
5,141.0,1,18,6,4,1,1,2,2018,1
210,83.85,1,3,10,4,0,1,2,2018,1
42,103.84,1,21,4,4,3,1,2,2018,1
27,113.0,2,7,12,4,3,0,2,2018,1
4,65.0,0,16,11,2,0,1,1,2017,1
186,64.56,0,24,11,4,3,0,2,2018,0
68,90.95,0,17,4,3,3,2,2,2018,1
123,114.75,1,22,5,4,4,2,2,2018,0
2,102.7,0,2,8,4,1,0,1,2018,1
256,100.75,0,16,10,4,3,2,2,2018,0
47,112.5,1,18,3,4,2,0,2,2018,0
149,118.8,0,20,8,4,1,2,2,2018,0
32,73.0,0,20,11,3,2,0,1,2017,1
55,135.9,1,18,9,4,0,1,2,2018,1
102,101.5,0,16,10,4,2,0,2,2017,0
1,96.3,1,23,10,4,2,2,2,2017,1
66,92.7,0,7,9,4,1,0,1,2018,0
191,95.0,0,23,6,3,3,0,1,2018,1
0,66.0,0,23,2,2,3,0,1,2018,1
127,127.62,0,1,7,4,5,2,3,2018,0
166,110.0,0,1,11,3,3,0,1,2018,0
59,109.8,1,31,8,4,3,0,2,2018,1
12,65.0,0,5,8,2,3,0,2,2017,1
96,94.5,0,11,7,3,1,2,2,2017,1
223,89.73,1,2,9,4,12,4,2,2018,0
98,126.9,0,17,5,4,3,0,2,2018,1
20,96.9,2,21,12,4,4,2,2,2018,1
5,120.0,3,21,11,4,0,1,2,2018,1
247,115.0,1,6,6,3,1,1,2,2018,0
5,88.8,0,14,11,4,0,1,2,2018,1
82,116.1,1,16,5,4,1,1,2,2018,1
144,137.7,0,23,7,4,1,2,3,2018,0
13,100.0,1,15,9,2,1,0,2,2018,1
37,105.3,2,22,10,4,2,0,2,2017,1
19,95.9,1,19,9,3,1,1,2,2018,1
68,198.9,0,13,5,4,2,1,2,2018,0
128,67.22,0,18,3,4,2,1,2,2018,1
65,79.2,0,20,11,4,0,1,1,2018,1
252,95.4,2,16,9,4,1,0,2,2018,0
11,90.0,0,14,6,2,3,0,2,2018,0
230,96.3,1,2,9,4,2,1,2,2018,1
178,124.5,0,18,8,4,3,0,1,2018,0
102,46.66,0,29,7,4,5,2,2,2017,1
102,79.2,0,5,12,4,1,1,2,2018,0
45,70.5,1,18,2,4,3,0,2,2018,1
65,72.25,0,8,10,3,3,0,2,2017,1
96,78.2,0,6,11,3,5,2,2,2018,0
335,80.0,0,13,10,3,3,0,1,2018,1
0,116.1,1,1,6,4,1,0,2,2018,1
3,114.5,0,3,9,4,2,0,2,2017,1
0,119.0,0,2,6,4,1,0,2,2018,1
1,211.0,0,23,3,4,3,0,2,2018,0
35,76.5,1,26,10,3,1,1,2,2017,1
127,106.2,3,22,12,4,2,0,2,2018,1
68,0.0,0,29,9,4,2,0,2,2017,1
54,89.46,1,17,3,4,3,1,2,2018,0
99,65.0,0,30,10,4,2,2,2,2017,0
172,95.0,0,24,6,4,2,0,1,2018,0
83,74.1,0,27,6,4,2,1,2,2018,1
68,149.4,1,8,9,4,3,1,2,2018,1
36,126.0,1,1,9,4,1,0,2,2018,0
27,108.0,0,30,9,3,2,0,2,2017,1
23,110.0,2,31,8,4,4,0,2,2018,1
89,137.7,0,25,7,4,2,1,3,2018,0
42,86.4,1,30,9,4,1,0,2,2017,1
6,68.67,0,24,11,4,3,2,1,2018,1
257,101.5,0,1,7,3,2,0,2,2017,0
1,205.0,1,27,9,4,2,0,1,2018,1
15,97.0,0,5,2,2,2,1,2,2018,1
83,135.9,1,1,8,4,3,1,2,2018,1
138,94.5,0,22,8,3,1,2,2,2017,1
13,85.0,1,20,3,3,0,1,2,2018,1
104,65.0,0,3,12,3,3,0,1,2017,1
25,159.0,0,19,10,4,3,0,3,2018,0
88,90.68,1,29,10,4,2,2,2,2018,1
58,81.0,0,27,1,3,3,0,1,2018,1
28,141.67,1,30,12,3,2,1,2,2018,1
335,80.0,0,13,10,3,3,0,1,2018,1
2,117.65,1,23,3,4,2,0,2,2018,1
55,94.5,1,9,10,4,2,0,2,2017,1
10,120.35,1,29,5,4,0,1,2,2018,1
45,67.5,0,8,3,4,1,0,2,2018,0
1,130.0,1,16,11,4,2,0,2,2018,1
6,88.92,0,22,3,4,5,0,2,2018,1
4,67.0,1,3,10,2,0,1,1,2018,1
16,129.0,1,5,10,3,1,0,1,2018,1
72,115.0,1,14,9,2,2,0,3,2018,0
0,83.5,0,25,10,3,0,2,1,2017,1
2,89.0,0,24,4,4,0,1,2,2018,0
0,95.0,2,14,11,2,4,1,1,2018,1
315,52.0,0,2,12,3,2,0,2,2018,1
79,126.9,1,9,6,4,3,0,2,2018,1
2,109.0,0,2,6,2,1,0,1,2018,1
100,110.0,0,28,9,3,4,0,1,2018,1
137,85.16,1,28,11,4,4,1,2,2018,0
